Majority protein IDs,Protein ID,Gene names,logFC,PValue,FDR,Fold_change,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q91XV6-2;Q91XV6;A0A0G2K1I7,Q91XV6-2,Fxyd6,-27.48122386,2.99E-20,9.34E-19,5.34E-09,32068000,25558000,28727000,0,31218000,23514200,0,0,0,0,0,0,4,2,3,2,3,2.8,2,0,0,2,0,0.8
G3V7K5,G3V7K5,Npc1,-27.45192617,3.07E-20,9.37E-19,5.45E-09,31594000,26902000,28263000,28869000,0,23125600,0,0,0,0,0,0,4,3,4,6,0,3.4,0,0,0,0,0,0
A0A0G2JSS9;Q0ZHH6-2;Q0ZHH6,A0A0G2JSS9,Atl3,27.29469524,3.47E-20,9.39E-19,164634932.7,0,0,0,0,0,0,0,36799000,36998000,28806000,0,20520600,0,2,2,0,0,0.8,3,4,4,4,2,3.4
A0A0G2K0B0;Q5XIM5,A0A0G2K0B0,Cdv3,27.31763356,3.40E-20,9.39E-19,167273488,0,0,0,0,0,0,22772000,32748000,25263000,23390000,0,20834600,0,0,0,0,0,0,6,4,3,3,0,3.2
A0A0G2K728,A0A0G2K728,NA,27.28683449,3.49E-20,9.39E-19,163740332.6,0,0,0,0,0,0,24143000,24415000,25041000,28460000,0,20411800,0,0,0,0,0,0,5,3,4,3,0,3
B1H268;Q2TA67,B1H268,Mcmbp,-27.40740825,3.19E-20,9.39E-19,5.62E-09,22160000,20363000,2.30E+07,19284000,27137000,22388800,0,0,0,0,0,0,2,5,7,4,2,4,5,2,0,0,2,1.8
B1WC70,B1WC70,Ppp1r8,-27.37298852,3.29E-20,9.39E-19,5.75E-09,32919000,35525000,40784000,0,0,21845600,0,0,0,0,0,0,4,5,5,3,0,3.4,0,0,0,0,2,0.4
D3Z9N3;A0A0G2K9E5,D3Z9N3,Lars2,-27.30201638,3.50E-20,9.39E-19,6.04E-09,0,27129000,21903000,28158000,27101000,20858200,0,0,0,0,0,0,2,6,3,5,2,3.6,0,0,0,0,0,0
D3ZYR1,D3ZYR1,Fcho2,-27.36987708,3.30E-20,9.39E-19,5.77E-09,19932000,20441000,23582000,23280000,21912000,21829400,0,0,0,0,0,0,4,4,2,4,4,3.6,2,2,0,0,0,0.8
E9PT24;Q7TP68;F8WG35;Q62947-2;Q62947,E9PT24,Zeb1,-27.38679741,3.25E-20,9.39E-19,5.70E-09,0,25158000,19124000,33197000,33124000,22120600,0,0,0,0,0,0,0,3,4,8,5,4,0,0,2,0,0,0.4
F1LMV9,F1LMV9,Coro2b,-27.42226376,3.15E-20,9.39E-19,5.56E-09,22348000,21029000,26240000,21274000,22259000,22630000,0,0,0,0,0,0,6,3,3,4,5,4.2,0,2,2,2,2,1.6
F1LQZ9;Q63560-2;Q63560,F1LQZ9,Map6,27.32245979,3.38E-20,9.39E-19,167834003,0,0,0,0,0,0,17966000,24490000,19749000,21317000,20686000,20841600,0,0,0,0,0,0,3,2,4,3,3,3
F1M8L9;Q9QYV3,F1M8L9,Rapgef1,27.38776169,3.20E-20,9.39E-19,175605366.4,0,0,0,0,0,0,46267000,62791000,0,0,0,21811600,0,0,0,0,3,0.6,3,0,2,2,5,2.4
P07483,P07483,Fabp3,-27.42704173,3.14E-20,9.39E-19,5.54E-09,25120000,21029000,24409000,20998000,21947000,22700600,0,0,0,0,0,0,5,5,5,3,3,4.2,0,0,0,0,0,0
P08635,P08635,Olah,27.28880878,3.49E-20,9.39E-19,163964560.1,0,0,0,0,0,0,0,0,101360000,0,0,20272000,0,0,0,0,0,0,0,0,2,0,2,0.8
Q5RJP4;F1M7N2;O35795;O35795-2,Q5RJP4,Entpd2,-27.40252838,3.21E-20,9.39E-19,5.64E-09,29868000,28669000,29881000,23286000,0,22340800,0,0,0,0,0,0,2,3,3,4,2,2.8,0,0,0,2,0,0.4
Q6P6T4-2;Q6P6T4,Q6P6T4-2,Eml2,27.27900945,3.52E-20,9.39E-19,162854624.6,0,0,0,0,0,0,31920000,22205000,22351000,0,24190000,20133200,0,0,0,0,0,0,7,3,2,2,3,3.4
Q7M079,Q7M079,Hsp90b1,27.33858325,3.34E-20,9.39E-19,169720224.4,0,0,0,0,0,0,0,0,0,0,103890000,20778000,4,5,3,5,9,5.2,5,4,5,5,7,5.2
Q9R175,Q9R175,Ifitm2,27.34245004,3.33E-20,9.39E-19,170175727.5,0,0,0,0,0,0,22952000,21109000,22559000,19195000,19802000,21123400,0,0,0,0,0,0,6,4,3,2,5,4
B2RZ08,B2RZ08,Tmem263,-27.2766295,3.58E-20,9.41E-19,6.15E-09,0,0,102440000,0,0,20488000,0,0,0,0,0,0,0,0,2,0,0,0.4,0,0,0,0,0,0
D3ZRC4;A0A0G2K621,D3ZRC4,Pnpla8,-27.24214856,3.69E-20,9.41E-19,6.30E-09,0,19982000,34269000,22295000,23488000,20006800,0,0,0,0,0,0,0,4,3,4,5,3.2,0,0,0,2,0,0.4
D3ZZQ0;A0A0G2K490,D3ZZQ0,Tnik,-27.24032438,3.70E-20,9.41E-19,6.31E-09,0,30093000,0,35286000,34554000,19986600,0,0,0,0,0,0,2,5,0,6,3,3.2,0,0,0,0,0,0
D4AAT4,D4AAT4,Snrpf,-27.26759729,3.61E-20,9.41E-19,6.19E-09,35747000,0,35433000,30566000,0,20349200,0,0,0,0,0,0,3,2,5,3,3,3.2,3,3,6,3,2,3.4
M0R8C6;P97689;P97689-2,M0R8C6,Slc14a1,-27.23936013,3.70E-20,9.41E-19,6.31E-09,18978000,19330000,20257000,19394000,21715000,19934800,0,0,0,0,0,0,3,5,5,3,4,4,0,0,0,0,0,0
P23606,P23606,Tgm1,27.24290699,3.63E-20,9.41E-19,158829867.3,0,0,0,0,0,0,0,21696000,29342000,27013000,20638000,19737800,0,0,0,0,0,0,2,3,3,7,4,3.8
P37805;A0A0G2K6I5,P37805,Tagln3,-27.25848521,3.64E-20,9.41E-19,6.23E-09,21638000,18643000,20172000,21557000,19009000,20203800,0,0,0,0,0,0,4,5,5,3,3,4,0,0,0,0,0,0
B5DEH4,B5DEH4,Uap1l1,-27.1767456,3.91E-20,9.67E-19,6.59E-09,35853000,26823000,17764000,0,14745000,19037000,0,0,0,0,0,0,4,5,4,2,2,3.4,2,3,3,2,2,2.4
F1LPQ4;P70498,F1LPQ4,Pld2,-27.19035368,3.86E-20,9.67E-19,6.53E-09,15706000,17264000,18679000,21672000,23056000,19275400,0,0,0,0,0,0,5,2,3,4,2,3.2,0,0,0,0,0,0
F1M2K3;P61959;Q5XIF4,F1M2K3,Sumo2;Sumo3,27.15885045,3.91E-20,9.67E-19,149840299.5,0,0,0,0,0,0,0,0,0,0,91721000,18344200,3,4,3,4,4,3.6,4,3,2,3,2,2.8
P97531;A0A0G2K7Y5,P97531,Trip10,27.17841715,3.84E-20,9.67E-19,151886367.7,0,0,0,0,0,0,26883000,21843000,0,18948000,26582000,18851200,0,0,0,0,0,0,3,6,3,6,5,4.6
P30919,P30919,Aga,-27.16278725,3.96E-20,9.72E-19,6.66E-09,13029000,19564000,20899000,21674000,19429000,18919000,0,0,0,0,0,0,2,4,4,4,2,3.2,2,0,0,0,2,0.8
Q5RKH7,Q5RKH7,Slc35f6,-27.15450124,3.99E-20,9.72E-19,6.69E-09,28009000,0,33396000,0,32282000,18737400,0,0,0,0,0,0,5,2,2,0,4,2.6,0,0,0,0,0,0
Q9P290,Q9P290,Slc22a17,-27.14756961,4.01E-20,9.72E-19,6.73E-09,30293000,23469000,23775000,0,15775000,18662400,0,0,0,0,0,0,2,5,2,2,2,2.6,0,0,0,0,0,0
A0A0G2JXM6;Q6AXT7,A0A0G2JXM6,Rbm42,-27.1387695,4.04E-20,9.73E-19,6.77E-09,0,93059000,0,0,0,18611800,0,0,0,0,0,0,0,2,0,0,0,0.4,2,0,0,0,0,0.4
A0A0A0MY22;P82450,A0A0A0MY22,Siae,-27.10451168,4.17E-20,9.86E-19,6.93E-09,13161000,15554000,17925000,22715000,21488000,18168600,0,0,0,0,0,0,3,6,6,4,4,4.6,0,0,0,0,0,0
A0A140TA95;G3V9F3;A0A0G2JUR5;Q9ERE6-2;Q9ERE6,A0A140TA95,Mprip,27.04969977,4.30E-20,9.86E-19,138921992.4,0,0,0,0,0,0,0,0,29490000,28604000,28131000,17245000,0,0,0,0,0,0,0,4,4,5,2,3
B0K024;G3V7V2,B0K024,Aamp,27.04160935,4.33E-20,9.86E-19,138145119.2,0,0,0,0,0,0,16450000,18279000,22693000,28761000,0,17236600,0,0,0,0,0,0,4,5,5,2,0,3.2
D3Z9E1,D3Z9E1,Emilin1,-27.11200068,4.14E-20,9.86E-19,6.89E-09,0,0,0,92113000,0,18422600,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0
D3ZD80,D3ZD80,Gtf3c4,-27.06993631,4.29E-20,9.86E-19,7.10E-09,14132000,18644000,16554000,20914000,18442000,17737200,0,0,0,0,0,0,3,2,3,3,3,2.8,0,0,0,0,0,0
D4A383;A0A0G2K0W3,D4A383,Ttyh3,-27.04391774,4.39E-20,9.86E-19,7.23E-09,17712000,16670000,20473000,17123000,15085000,17412600,0,0,0,0,0,0,2,4,2,3,2,2.6,0,0,0,0,0,0
G3V7M6;P20294,G3V7M6,Cntf,27.02628474,4.39E-20,9.86E-19,136685478.4,0,0,0,0,0,0,29664000,27944000,0,27749000,0,17071400,0,0,0,0,0,0,4,5,2,2,0,2.6
M0R9Y3;B0BNB5,M0R9Y3,Nup43,-27.0708287,4.29E-20,9.86E-19,7.09E-09,0,22128000,16737000,22518000,27427000,17762000,0,0,0,0,0,0,4,6,4,2,3,3.8,2,0,0,2,3,1.4
Q4V7D9,Q4V7D9,Smpdl3b,-27.04437471,4.39E-20,9.86E-19,7.22E-09,21937000,23806000,21789000,0,19359000,17378200,0,0,0,0,0,0,2,6,3,2,2,3,0,0,0,0,0,0
Q5XIW0;O35093,Q5XIW0,Timm23,-27.07853385,4.26E-20,9.86E-19,7.06E-09,0,21041000,27494000,22940000,17876000,17870200,0,0,0,0,0,0,3,2,2,3,2,2.4,2,0,0,0,0,0.4
Q812B0;Q6PCT8,Q812B0,Lrrp1;Sdhd,-27.07795547,4.26E-20,9.86E-19,7.06E-09,23216000,16163000,19290000,15591000,14829000,17817800,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
D3ZKG5;B2RYL9,D3ZKG5,Parvb,-27.01851116,4.49E-20,9.91E-19,7.36E-09,19126000,24394000,17900000,0,23915000,17067000,0,0,0,0,0,0,3,4,4,0,3,2.8,0,0,0,0,0,0
F1LV89,F1LV89,Rap1gap,-27.02925453,4.45E-20,9.91E-19,7.30E-09,0,34134000,0,24986000,27182000,17260400,0,0,0,0,0,0,0,3,3,5,3,2.8,0,0,0,0,0,0
Q3MHT2;Q99P39-2;Q99P39;Q5FWU2,Q3MHT2,LOC100911034;Nfs1,-27.01068826,4.52E-20,9.91E-19,7.40E-09,39533000,45315000,0,0,0,16969600,0,0,0,0,0,0,6,6,0,0,2,2.8,0,2,0,0,0,0.4
Q63002;G3V824,Q63002,Igf2r,-27.01145175,4.52E-20,9.91E-19,7.39E-09,0,0,0,44292000,41030000,17064400,0,0,0,0,0,0,0,0,0,4,3,1.4,0,0,0,0,0,0
A0A0G2JVQ1;Q5BJT9;B0BNC0;P25809;P09605,A0A0G2JVQ1,Ckmt1b;Ckmt2;Ckmt1,26.92488752,4.79E-20,9.99E-19,127408608.4,0,0,0,0,0,0,0,0,0,0,77990000,15598000,5,3,5,4,5,4.4,9,11,10,7,11,9.6
A1A5Q1,A1A5Q1,Parp9,26.9517722,4.68E-20,9.99E-19,129805133.8,0,0,0,0,0,0,0,19198000,21038000,22398000,18024000,16131600,0,0,0,0,0,0,0,3,4,5,4,3.2
D3ZN76,D3ZN76,Sec16a,26.95645144,4.66E-20,9.99E-19,130226827.3,0,0,0,0,0,0,0,27889000,26390000,0,26118000,16079400,3,2,0,0,2,1.4,0,5,3,2,3,2.6
D3ZS58,D3ZS58,Ndufa2,-26.93571768,4.83E-20,9.99E-19,7.79E-09,26429000,25824000,28398000,0,0,16130200,0,0,0,0,0,0,3,2,4,0,2,2.2,0,0,0,0,0,0
D4A4Y0,D4A4Y0,Exosc4,-26.97812369,4.65E-20,9.99E-19,7.56E-09,20134000,14714000,18061000,16978000,13281000,16633600,0,0,0,0,0,0,6,4,3,4,3,4,0,0,0,0,0,0
D4AD05;F1M6Q2,D4AD05,Crocc,-26.9600781,4.73E-20,9.99E-19,7.66E-09,0,82218000,0,0,0,16443600,0,0,0,0,0,0,0,2,0,2,0,0.8,0,0,0,0,0,0
D4ADD7,D4ADD7,Glrx5,-26.9670355,4.70E-20,9.99E-19,7.62E-09,18458000,21981000,23061000,19143000,0,16528600,0,0,0,0,0,0,2,4,2,2,0,2,0,2,0,3,2,1.4
E9PU42;B1H223,E9PU42,Dscr3,-26.94379878,4.80E-20,9.99E-19,7.75E-09,25893000,30170000,0,25242000,0,16261000,0,0,0,0,0,0,4,5,0,2,0,2.2,2,2,0,2,2,1.6
Q3MHS8;G3V7F6,Q3MHS8,Sap18;RGD1561590,-26.98346426,4.63E-20,9.99E-19,7.54E-09,82921000,0,0,0,0,16584200,0,0,0,0,0,0,4,2,3,0,0,1.8,0,0,0,0,0,0
Q6AXT8,Q6AXT8,Sf3a2,-26.93828441,4.82E-20,9.99E-19,7.78E-09,26022000,28638000,26137000,0,0,16159400,0,0,0,0,0,0,2,4,5,0,2,2.6,0,0,0,0,0,0
A0A096MJR6,A0A096MJR6,Parp4,26.85772477,5.09E-20,1.01E-18,121613215.4,0,0,0,0,0,0,23964000,0,0,26339000,25284000,15117400,0,0,0,0,0,0,3,0,3,6,2,2.8
A0A0G2JVG4;Q9WVK3;A0A0G2JUF1;A0A0G2K6H4,A0A0G2JVG4,Pecr,-26.8870354,5.04E-20,1.01E-18,8.06E-09,17460000,13666000,13497000,16727000,16720000,15614000,0,0,0,0,0,0,5,6,4,2,2,3.8,0,0,0,0,0,0
B2RYA4,B2RYA4,Sytl3,26.86301559,5.06E-20,1.01E-18,122060028.1,0,0,0,0,0,0,0,0,0,0,74716000,14943200,5,6,4,4,6,5,3,4,6,5,5,4.6
D3ZA31,D3ZA31,Mtmr2,-26.88998316,5.03E-20,1.01E-18,8.04E-09,0,24875000,26623000,0,26675000,15634600,0,0,0,0,0,0,0,4,3,3,5,3,0,0,0,0,0,0
M0R5H1,M0R5H1,Etl4,26.8722012,5.02E-20,1.01E-18,122839661.4,0,0,0,0,0,0,76202000,0,0,0,0,15240400,0,0,0,0,0,0,2,0,0,3,0,1
Q03348,Q03348,Ptpra,26.89037222,4.94E-20,1.01E-18,124396635.3,0,0,0,0,0,0,15014000,14178000,14303000,18167000,15609000,15454200,0,0,2,0,2,0.8,2,2,2,2,2,2
Q5PPP1;P08081-2;A0A0G2JYW3;P08081,Q5PPP1,Clta,-26.90592445,4.96E-20,1.01E-18,7.95E-09,0,0,0,79852000,0,15970400,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0
Q76EQ0,Q76EQ0,Srr,-26.92071189,4.89E-20,1.01E-18,7.87E-09,26026000,24403000,0,0,29201000,15926000,0,0,0,0,0,0,4,9,0,0,5,3.6,0,2,0,0,0,0.4
D4A131,D4A131,Mrpl4,-26.867516,5.13E-20,1.01E-18,8.17E-09,21445000,19629000,16764000,0,1.90E+07,15367600,0,0,0,0,0,0,7,6,4,4,3,4.8,0,0,0,0,2,0.4
A0A0G2JXZ3,A0A0G2JXZ3,NA,26.82736188,5.22E-20,1.01E-18,119080495,0,0,0,0,0,0,22248000,17478000,0,19359000,14975000,14812000,0,0,0,0,0,0,3,2,0,2,2,1.8
G3V7A5;P35952,G3V7A5,Ldlr,26.83134297,5.20E-20,1.01E-18,119409549.1,0,0,0,0,0,0,22870000,0,27011000,0,23780000,14732200,0,0,0,0,0,0,4,0,3,2,3,2.4
Q08013,Q08013,Ssr3,26.82979124,5.21E-20,1.01E-18,119281184.1,0,0,0,0,0,0,0,0,0,0,73015000,14603000,4,2,4,4,5,3.8,5,4,4,4,3,4
A0A0H2UHY3;A0A0H2UHW7;Q5M960;Q62813;Q62813-2,A0A0H2UHY3,Lsamp,-26.83593885,5.27E-20,1.01E-18,8.35E-09,20304000,18206000,21598000,15312000,0,15084000,0,0,0,0,0,0,3,2,4,3,0,2.4,0,0,0,0,0,0
F1LUM5,F1LUM5,Tubal3,26.81208556,5.29E-20,1.01E-18,117826234.8,0,0,0,0,0,0,0,73236000,0,0,0,14647200,3,2,2,4,5,3.2,4,6,2,0,0,2.4
Q5M7W5;Q5M7W5-2,Q5M7W5,Map4,26.78661055,5.41E-20,1.03E-18,115763928.9,0,0,0,0,0,0,0,0,0,0,70862000,14172400,2,0,0,0,0,0.4,0,0,0,0,0,0
D3ZIL9;A0A0G2K6W6,D3ZIL9,Dis3l2,-26.78331114,5.52E-20,1.04E-18,8.66E-09,11522000,15893000,14063000,14591000,16608000,14535400,0,0,0,0,0,0,3,3,2,4,4,3.2,2,2,2,3,2,2.2
F1LXF5,F1LXF5,Get4,-26.78574525,5.51E-20,1.04E-18,8.64E-09,0,17431000,18133000,17586000,19747000,14579400,0,0,0,0,0,0,0,2,2,4,2,2,2,0,0,0,0,0.4
D3ZX69;P0C2C4,D3ZX69,Mrpl10,-26.7673881,5.60E-20,1.04E-18,8.75E-09,15227000,16879000,20956000,0,18658000,14344000,0,0,0,0,0,0,4,4,2,0,3,2.6,0,0,0,0,0,0
P27139,P27139,Ca2,-26.7636374,5.62E-20,1.04E-18,8.78E-09,22946000,29006000,19632000,0,0,14316800,0,0,0,0,0,0,3,5,3,0,0,2.2,0,0,0,0,0,0
Q80VX4,Q80VX4,Zhx2,-26.77270755,5.57E-20,1.04E-18,8.72E-09,19925000,0,0,26119000,26068000,14422400,0,0,0,0,0,0,2,3,0,6,6,3.4,0,0,0,0,0,0
B5DFF4,B5DFF4,Vps37c,26.73855242,5.65E-20,1.04E-18,111971196.3,0,0,0,0,0,0,17921000,17586000,17797000,16431000,0,13947000,0,0,0,0,0,0,3,2,3,3,0,2.2
A0A0G2KAB2;Q9Z2A6,A0A0G2KAB2,Mapk15,-26.73963794,5.74E-20,1.05E-18,8.92E-09,0,70568000,0,0,0,14113600,0,0,0,0,0,0,3,4,3,3,3,3.2,3,4,3,3,3,3.2
D4A188,D4A188,Rgma,-26.70848674,5.89E-20,1.06E-18,9.12E-09,12939000,10583000,14185000,17532000,13792000,13806200,0,0,0,0,0,0,4,3,3,4,3,3.4,0,0,0,0,0,0
I6L9G5;A0A0G2K022,I6L9G5,Rcn3,26.69116862,5.88E-20,1.06E-18,108353357.6,0,0,0,0,0,0,15076000,17834000,18686000,15882000,0,13495600,0,0,0,0,0,0,5,4,7,2,0,3.6
M0RAQ6,M0RAQ6,Hk1,26.68978695,5.89E-20,1.06E-18,108249636.9,0,0,0,0,0,0,0,0,0,68411000,0,13682200,2,0,0,0,2,0.8,0,0,0,3,2,1
Q4FZT8,Q4FZT8,Spryd4,-26.70947353,5.89E-20,1.06E-18,9.11E-09,22139000,12066000,19170000,0,15479000,13770800,0,0,0,0,0,0,6,3,4,0,2,3,2,0,0,0,0,0.4
Q9JIX3,Q9JIX3,Fhit,-26.70508069,5.91E-20,1.06E-18,9.14E-09,15321000,10700000,16029000,12634000,14124000,13761600,0,0,0,0,0,0,2,3,2,3,3,2.6,0,0,0,0,0,0
D3ZVP6,D3ZVP6,Ppwd1,-26.67229225,6.08E-20,1.08E-18,9.35E-09,0,15469000,19477000,16144000,16306000,13479200,0,0,0,0,0,0,0,2,2,2,3,1.8,0,0,0,0,0,0
F1LU71,F1LU71,Auh,-26.67128195,6.09E-20,1.08E-18,9.36E-09,22537000,15665000,15603000,0,13252000,13411400,0,0,0,0,0,0,6,3,2,0,2,2.6,0,0,0,0,0,0
M0R4G8;B0BN34,M0R4G8,Tnfaip6,26.65998476,6.05E-20,1.08E-18,106036430,0,0,0,0,0,0,0,0,26784000,0,38386000,13034000,0,0,0,0,0,0,0,3,2,3,3,2.2
P08289;A0A0G2K0X8,P08289,Alpl,-26.65258076,6.19E-20,1.09E-18,9.48E-09,0,14780000,16361000,18441000,16914000,13299200,0,0,0,0,0,0,2,3,3,4,3,3,0,0,0,0,0,0
D3ZD72,D3ZD72,Ncapg,-26.63821619,6.27E-20,1.10E-18,9.57E-09,0,0,21630000,22325000,21888000,13168600,0,0,0,0,0,0,0,0,5,4,3,2.4,0,0,0,0,0,0
M0RDR2;F1LP80;P20156,M0RDR2,LOC100909521;Vgf,26.61399938,6.30E-20,1.10E-18,102709855.7,0,0,0,0,0,0,0,0,0,64910000,0,12982000,0,0,0,0,0,0,0,0,0,3,0,0.6
D4A197,D4A197,Mcee,-26.62489357,6.34E-20,1.10E-18,9.66E-09,14812000,15128000,22099000,0,12953000,12998400,0,0,0,0,0,0,2,4,2,0,2,2,0,0,0,0,0,0
A0A0G2JY03,A0A0G2JY03,NA,-26.60758026,6.44E-20,1.10E-18,9.78E-09,0,18732000,0,19890000,25785000,12881400,0,0,0,0,0,0,0,3,0,5,3,2.2,0,0,0,0,0,0
Q64548-2,Q64548-2,Rtn1,-26.6053284,6.45E-20,1.10E-18,9.79E-09,63802000,0,0,0,0,12760400,0,0,0,0,0,0,4,0,0,2,0,1.2,3,2,0,0,0,1
Q6F6B2;Q5BK33,Q6F6B2,LOC652956,26.58537731,6.46E-20,1.10E-18,100692243.2,0,0,0,0,0,0,19748000,20709000,0,0,21755000,12442400,0,2,2,0,0,0.8,4,6,0,0,4,2.8
D4A040,D4A040,Mrps11,-26.58837879,6.55E-20,1.11E-18,9.91E-09,13005000,11364000,14398000,11049000,13645000,12692200,0,0,0,0,0,0,3,3,3,2,3,2.8,0,0,0,0,0,0
Q498U1;Q5U314,Q498U1,Abcg3l4;Abcg3l2,26.57221648,6.53E-20,1.11E-18,99777866.16,0,0,0,0,0,0,22017000,12202000,0,15690000,12137000,12409200,0,0,0,0,0,0,2,3,0,4,2,2.2
B1WBS6,B1WBS6,Glb1l,-26.58158175,6.59E-20,1.11E-18,9.96E-09,0,0,39364000,0,23759000,12624600,0,0,0,0,0,0,0,2,0,0,2,0.8,0,0,0,0,0,0
D3ZHI8;A0A0G2K1K5,D3ZHI8,Trappc11,-26.57141434,6.65E-20,1.11E-18,1.00E-08,0,14196000,14837000,19372000,14478000,12576600,0,0,0,0,0,0,0,3,3,3,3,2.4,0,0,0,2,0,0.4
M0R835,M0R835,Sf3b6,-26.56716229,6.67E-20,1.11E-18,1.01E-08,0,0,35654000,0,26820000,12494800,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0.4
Q569C0,Q569C0,Tmem100,-26.57272617,6.64E-20,1.11E-18,1.00E-08,15942000,18170000,15666000,0,12888000,12533200,0,0,0,0,0,0,5,3,4,0,3,3,0,2,0,0,0,0.4
D3ZWC6,D3ZWC6,Sntb1,-26.56149921,6.71E-20,1.11E-18,1.01E-08,0,62371000,0,0,0,12474200,0,0,0,0,0,0,0,5,2,0,2,1.8,0,0,2,0,0,0.4
D3ZZ19;A0A0G2JZA7,D3ZZ19,Tmem2,26.51143802,6.89E-20,1.12E-18,95661695.35,0,0,0,0,0,0,12445000,0,13637000,17884000,15451000,11883400,0,0,0,0,0,0,3,0,2,4,3,2.4
F1LQQ8;P06760;Q7TPJ3,F1LQQ8,Gusb,-26.52906413,6.90E-20,1.12E-18,1.03E-08,0,20460000,0,23174000,17439000,12214600,0,0,0,0,0,0,3,3,0,2,4,2.4,0,0,0,0,0,0
G3V914;F1LNE4;G3V6Z5;P19493-2;A0A0G2JU28;P19491-2;P19491;P19491-3,G3V914,Gria2;Gria3,-26.53973206,6.83E-20,1.12E-18,1.03E-08,0,13611000,15435000,15891000,16541000,12295600,0,0,0,0,0,0,0,2,2,2,2,1.6,0,0,0,0,0,0
P45352,P45352,Tyms,-26.52432103,6.93E-20,1.12E-18,1.04E-08,13456000,11934000,11116000,11107000,13087000,12140000,0,0,0,0,0,0,4,5,4,3,4,4,0,2,0,0,0,0.4
Q66HA7,Q66HA7,Cbfb,-26.54467605,6.81E-20,1.12E-18,1.02E-08,20151000,19222000,22130000,0,0,12300600,0,0,0,0,0,0,2,2,4,0,0,1.6,0,0,0,0,2,0.4
Q99J86-2;Q99J86,Q99J86-2,Atrn,-26.53831043,6.84E-20,1.12E-18,1.03E-08,14475000,14711000,0,18428000,13722000,12267200,0,0,0,0,0,0,2,5,4,3,2,3.2,0,0,0,0,0,0
D3ZUV3,D3ZUV3,Eif2a,-26.50728667,7.03E-20,1.13E-18,1.05E-08,30775000,29058000,0,0,0,11966600,0,0,0,0,0,0,4,4,3,2,0,2.6,4,0,2,0,0,1.2
Q66HP7;G3V886;Q925S8,Q66HP7,Yme1l1,26.48468548,7.05E-20,1.13E-18,93904143.62,0,0,0,0,0,0,0,58367000,0,0,0,11673400,2,0,0,3,0,1,0,2,2,0,0,0.8
P26817;F1LMA4;A0A0G2JZ82;A0A0G2K145;A0A0G2K9S3;P26819,P26817,Adrbk1;Adrbk2,26.46338464,7.19E-20,1.14E-18,92527869.59,0,0,0,0,0,0,13873000,18586000,0,11768000,13247000,11494800,0,0,0,0,0,0,3,3,0,3,4,2.6
P52481,P52481,Cap2,-26.48725428,7.16E-20,1.14E-18,1.06E-08,0,13163000,23019000,13162000,9959600,11860720,0,0,0,0,0,0,3,4,5,4,2,3.6,0,0,0,0,0,0
Q9R1T3,Q9R1T3,Ctsz,-26.47172287,7.25E-20,1.14E-18,1.07E-08,10559000,11693000,10917000,12158000,13227000,11710800,0,0,0,0,0,0,2,3,2,3,4,2.8,0,0,0,0,0,0
F1LN91;C5NTX8,F1LN91,Tns3;TSN3,-26.46300814,7.31E-20,1.15E-18,1.08E-08,0,35843000,22423000,0,0,11653200,0,0,0,0,0,0,0,4,2,2,0,1.6,0,0,0,0,0,0
A0A0G2JUK2;B2GV58,A0A0G2JUK2,Lsm14a,26.43738737,7.35E-20,1.15E-18,90875456.67,0,0,0,0,0,0,0,26739000,0,0,29294000,11206600,0,2,0,2,2,1.2,2,5,0,2,3,2.4
A0A096MIU2;D3ZW79;D4A274;Q63398,A0A096MIU2,Ebf1;Ebf4;Ebf3,26.41666909,7.49E-20,1.16E-18,89579736.59,0,0,0,0,0,0,0,0,0,0,54834000,10966800,0,0,0,0,0,0,3,2,2,0,2,1.8
A0A0G2K167;Q4G069,A0A0G2K167,Rmdn1,-26.43448347,7.50E-20,1.16E-18,1.10E-08,15800000,23794000,17407000,0,0,11400200,0,0,0,0,0,0,5,2,4,0,0,2.2,0,0,0,0,0,0
F1LUZ4,F1LUZ4,Sorcs1,26.39410174,7.64E-20,1.17E-18,88189388.7,0,0,0,0,0,0,0,13185000,11541000,15437000,14618000,10956200,0,0,0,0,0,0,0,2,4,4,2,2.4
P51146,P51146,Rab4b,-26.41442784,7.63E-20,1.17E-18,1.12E-08,0,18455000,21088000,0,16694000,11247400,0,0,0,0,0,0,4,0,2,2,0,1.6,0,0,0,0,0,0
Q5PQM2,Q5PQM2,Klc4,-26.41161299,7.65E-20,1.17E-18,1.12E-08,24765000,31260000,0,0,0,11205000,0,0,0,0,0,0,2,8,2,2,2,3.2,2,0,0,0,2,0.8
Q5BJN7;P62864,Q5BJN7,LOC100360647;Fau,-26.39364815,7.77E-20,1.18E-18,1.13E-08,55095000,0,0,0,0,11019000,0,0,0,0,0,0,3,3,3,2,0,2.2,2,2,3,2,2,2.2
